,cid
2183,91814392
2184,16672478
2185,1221142
2186,20905003
2187,755786
2188,3825492
2189,53068273
2190,2905323
2191,665031
2192,124045647
2193,891839
2194,124211701
2195,161120
2196,53538885
2197,4119773
2198,9192136
2199,4724510
2200,3387518
2201,25381868
2202,122567174
2203,2898351
2204,1536257
2205,1109828
2206,2370192
2207,17472479
2208,16020813
2209,1511247
2210,53180755
2211,46966480
2212,129596200
2213,755793
2214,135486251
2215,121512991
2216,110200008
2217,762359
2218,41915548
2219,91648641
2220,6501155
2221,118059983
2222,3976819
2223,42939606
2224,3710699
2225,132334497
2226,2107021
2227,3242019
2228,22554514
2229,16452818
2230,129619263
2231,121503320
2232,1288612
2233,2740591
2234,4770296
2235,1129892
2236,3213958
2237,73219588
2238,75401946
2239,724615
2240,237769
2241,2292474
2242,74940722
2243,92620143
2244,110221169
2245,135454612
2246,7163141
2247,53004077
2248,20885757
2249,45832230
2250,17409427
2251,124204807
2252,17427560
2253,136665543
2254,1491976
2255,124204325
2256,110263921
2257,132773649
2258,601400
2259,50835362
2260,72004707
2261,973989
2262,110263146
2263,127248984
2264,6416000
2265,40043310
2266,655596
2267,4073119
2268,900597
2269,45884464
2270,1305251
2271,121023175
2272,56780479
2273,110162710
2274,17419774
2275,53068129
2276,148184
2277,17514169
2278,52238841
2279,121137921
2280,4207787
2281,5143918
2282,110092473
2283,11714353
2284,22334522
2285,99598420
2286,653089
2287,3236244
2288,136881152
2289,1121245
2290,2054479
2291,92635357
2292,8890726
2293,16474217
2294,1815555
2295,16000605
2296,30722880
2297,110876564
2298,2025765
2299,90912537
2300,42947119
2301,4916527
2302,110083868
2303,91906763
2304,714196
2305,110138655
2306,3494
2307,45761835
2308,3095734
2309,20972330
2310,119065588
2311,788801
2312,11292933
2313,72072107
2314,7656490
2315,4072944
2316,765894
2317,135414221
2318,45895556
2319,2887609
2320,78092786
2321,17501075
2322,8058523
2323,22514324
2324,63005800
2325,17253226
2326,124218429
2327,110128986
2328,984602
2329,3673867
2330,24585723
2331,22407
2332,22108806
2333,2109195
2334,24541478
2335,976896
2336,4529187
2337,1479822
2338,1093980
2339,2880606
2340,56827754
2341,4216252
2342,124246
2343,110083881
2344,25518378
2345,2845550
2346,72863956
2347,48229
2348,2848059
2349,137285011
2350,17569684
2351,131940923
2352,110247361
2353,155891493
2354,2985530
2355,4130900
2356,1088449
2357,16606495
2358,9821250
2359,1095809
2360,86802630
2361,6625317
2362,2927222
2363,53072876
2364,53546267
2365,6623152
2366,49807242
2367,40135107
2368,75470523
2369,17416347
2370,50801237
2371,1505221
2372,110263584
2373,72009736
2374,20947533
2375,1018019
2376,22432590
2377,91907827
2378,12668493
2379,2776410
2380,72087160
2381,110109410
2382,17602036
2383,15988924
2384,72136338
2385,53008874
2386,739841
2387,20922546
2388,568026
2389,70745039
2390,685779
2391,71933023
2392,16195528
2393,239695
2394,72881258
2395,90865924
2396,121181711
2397,74806022
2398,46332190
2399,78261
2400,4979889
2401,2927893
2402,4694406
2403,16016520
2404,110247901
2405,26390511
2406,705904
2407,17535590
2408,9464107
2409,747345
2410,7992538
2411,3551397
2412,725038
2413,17382798
2414,699693
2415,95798651
2416,42681277
2417,122162160
2418,72883010
2419,16227477
2420,16384672
2421,6112248
2422,110106627
2423,75145838
2424,110097616
2425,110263981
2426,268644
2427,71993617
2428,673861
2429,17445102
2430,20934986
2431,1011051
2432,758286
2433,55296410
2434,424003
2435,606011
2436,134821024
2437,965785
2438,4071248
2439,1087706
2440,110196473
2441,45248206
2442,72764735
2443,859476
2444,126929323
2445,54766
2446,53045934
2447,56819501
2448,16020661
2449,17451821
2450,3585165
2451,1093905
2452,53069095
2453,5102345
2454,250654
2455,71406
2456,2577
2457,709390
2458,5309680
2459,53013757
2460,72893368
2461,119099957
2462,53068184
2463,132770493
2464,896099
2465,2311605
2466,1355709
2467,132779747
2468,119068144
2469,45491019
2470,2971985
2471,71847257
2472,3236285
2473,2898065
2474,53598602
2475,27374300
2476,20957489
2477,17541442
2478,2731184
2479,43811473
2480,128748
2481,5303937
2482,46365192
2483,924626
2484,50978711
2485,3851685
2486,2745870
2487,53181692
2488,16574681
2489,42211541
2490,53180660
2491,5921777
2492,5703879
2493,2743564
2494,110151792
2495,122243308
2496,640057
2497,16381647
2498,131934358
2499,2933336
2500,2764775
2501,898663
2502,135893479
2503,2932860
2504,3239358
2505,6495029
2506,2849054
2507,56692011
2508,135656867
2509,42949231
2510,5111799
2511,5351234
2512,791054
2513,800761
2514,110084914
2515,10348973
2516,2805736
2517,87050747
2518,75474551
2519,16008205
2520,1246639
2521,1016057
2522,993093
2523,889824
2524,721071
2525,844578
2526,110100654
2527,2783627
2528,54679723
2529,3241261
2530,53183380
2531,46081333
2532,122556943
2533,5310872
2534,28358057
2535,139030525
2536,20858673
2537,95753
2538,16809975
2539,8083535
2540,92617345
2541,717789
2542,138911352
2543,45905381
2544,1282640
2545,8151435
2546,5196659
2547,73951405
2548,95853084
2549,42024647
2550,22577601
2551,91891927
2552,76410780
2553,2933891
2554,110262975
2555,44823419
2556,46274247
2557,2120689
2558,7222583
2559,122162704
2560,119068389
2561,110088229
2562,110270397
2563,16350632
2564,717496
2565,3510619
2566,4801972
2567,3977895
2568,847151
2569,16891520
2570,129215744
2571,127251161
2572,126851569
2573,7942984
2574,16013895
2575,4176526
2576,53654377
2577,765760
2578,110118585
2579,16017384
2580,4197103
2581,9551405
2582,51096774
2583,27477912
2584,29698409
2585,53089212
2586,75444541
2587,703831
2588,74578314
2589,27371179
2590,2902294
2591,46332182
2592,2082298
2593,127245910
2594,86795696
2595,131702987
2596,71874557
2597,787504
2598,2874292
2599,86810341
2600,53161306
2601,1224572
2602,53654556
2603,75457243
2604,45248552
2605,2743943
2606,129360872
2607,2947343
2608,23610616
2609,6776
2610,16603857
2611,16367624
2612,91005799
2613,4822567
2614,4963849
2615,70745566
2616,110166774
2617,131703204
2618,4875210
2619,121023225
2620,4881023
2621,4794581
2622,16020961
2623,56688173
2624,7532545
2625,23603
2626,7487326
2627,7284191
2628,135468410
2629,135496492
2630,50764591
2631,7901546
2632,2953423
2633,72134263
2634,110253926
2635,16956487
2636,42110046
2637,72024303
2638,20892825
2639,24233297
2640,122243667
2641,1246556
2642,2433161
2643,71925428
2644,53070770
2645,2775727
2646,132450863
2647,1185800
2648,2842402
2649,46290097
2650,18192526
2651,53559157
2652,5139235
2653,71982328
2654,75399067
2655,75524393
2656,2853497
2657,134161234
2658,122556469
2659,1893717
2660,989331
2661,53166374
2662,44607360
2663,7996272
2664,56779373
2665,135887920
2666,104197
2667,7293103
2668,21839977
2669,50955429
2670,3758
2671,30851435
2672,1486531
2673,787408
2674,46974494
2675,71433721
2676,27245863
2677,7588445
2678,1150
2679,42946358
2680,1972
2681,136230528
2682,22423305
2683,42285722
2684,162795622
2685,135951591
2686,947381
2687,2999563
2688,2957700
2689,3003736
2690,17464369
2691,271117
2692,121535538
2693,2309295
2694,3336195
2695,742074
2696,136175997
2697,16377546
2698,134160949
2699,75374155
2700,3882754
2701,72931228
2702,51191274
2703,50787242
2704,753944
2705,45590311
2706,2179865
2707,44823070
2708,110222648
2709,3489914
2710,11631107
2711,3561956
2712,53655442
2713,3446985
2714,44821666
2715,110252947
2716,1632088
2717,110263164
2718,121023025
2719,4882721
2720,24245053
2721,17434287
2722,2218453
2723,124046544
2724,137321158
2725,759785
2726,17563083
2727,3243848
2728,3230028
2729,74239045
2730,110101344
2731,2915
2732,1358466
2733,3883611
2734,53581966
2735,121021634
2736,5308966
2737,86769533
2738,7009
2739,71999627
2740,53203022
2741,955836
2742,3292099
2743,110260003
2744,20921519
2745,3394095
2746,734372
2747,4964719
2748,50837370
2749,1960307
2750,3238893
2751,17560714
2752,44822429
2753,940409
2754,110254395
2755,4853
2756,53177972
2757,9375421
2758,645754
2759,3647020
2760,2833214
2761,53270830
2762,56894229
2763,16314796
2764,121021643
2765,17560359
2766,135407999
2767,20915431
2768,92429531
2769,101612153
2770,3100235
2771,44072299
2772,2763907
2773,119102497
2774,20925391
2775,20936382
2776,703428
2777,42931712
2778,2824145
2779,4079114
2780,2063608
2781,17377174
2782,2145491
2783,705822
2784,135637330
2785,12330557
2786,3710299
2787,126851621
2788,581676
2789,86819440
2790,131702195
2791,28078642
2792,46285760
2793,235244
2794,110252376
2795,132334483
2796,45859307
2797,2179323
2798,1834857
2799,50797207
2800,6622408
2801,1744847
2802,129623969
2803,424471
2804,4341900
2805,4170
2806,17450214
2807,16270535
2808,17445226
2809,8058180
2810,20914045
2811,124051302
2812,3794539
2813,6625273
2814,124051160
2815,122244646
2816,84584685
2817,131921143
2818,135565709
2819,135408055
2820,286549
2821,2971285
2822,110247534
2823,110149567
2824,108174
2825,2764807
2826,56808758
2827,119461
2828,122246347
2829,17405451
2830,29987694
2831,110088383
2832,44095873
2833,110128974
2834,53083483
2835,9956119
2836,71996142
2837,118765366
2838,50777602
2839,3983123
2840,2123034
2841,45194331
2842,4946
2843,3878819
2844,29029819
2845,121021543
2846,3339454
2847,16327436
2848,2901594
2849,74937
2850,71988705
2851,15992247
2852,129608558
2853,2756
2854,16294855
2855,667323
2856,53044081
2857,53204051
2858,132766751
2859,124076822
2860,16009006
2861,2756762
2862,17096069
2863,9266780
2864,134161791
2865,2796849
2866,1828585
2867,45189427
2868,713424
2869,676149
2870,3515586
2871,121518608
2872,741714
2873,1548479
2874,1250513
2875,28358052
2876,5398467
2877,59768
2878,6468083
2879,135519918
2880,51084425
2881,45496900
2882,5309898
2883,4792079
2884,603598
2885,42519693
2886,42109728
2887,42895061
2888,2818692
2889,27136726
2890,47091286
2891,16462324
2892,5880591
2893,53393954
2894,16028817
2895,53137837
2896,6612089
2897,1069352
2898,450097
2899,135472248
2900,121187383
2901,743663
2902,17377170
2903,122255563
2904,110088637
2905,1298285
2906,53120193
2907,2747683
2908,45884455
2909,135511568
2910,52846915
2911,2569850
2912,2902240
2913,2805366
2914,894300
2915,17411493
2916,53077255
2917,3683228
2918,124077298
2919,17520999
2920,6466515
2921,16031796
2922,1310235
2923,3243933
2924,8404098
2925,135414578
2926,11712625
2927,91922043
2928,42580541
2929,2086574
2930,49673337
2931,5308837
2932,6624722
2933,2747111
2934,606540
2935,19614931
2936,71973909
2937,122244699
2938,119065387
2939,1521165
2940,50983922
2941,121505918
2942,124049334
2943,49674573
2944,43815515
2945,126926782
2946,729797
2947,16887724
2948,4004860
2949,16318704
2950,121198390
2951,4621906
2952,17714315
2953,3509858
2954,714130
2955,12046
2956,67274
2957,17173377
2958,6621438
2959,91911862
2960,19458294
2961,72001621
2962,131704119
2963,110119128
2964,16023481
2965,16025200
2966,17422923
2967,126854422
2968,6484741
2969,5147143
2970,18584120
2971,2742695
2972,71995856
2973,7693246
2974,44822475
2975,1106999
2976,132981
2977,4322720
2978,3243230
2979,16257816
2980,126853361
2981,71944040
2982,742920
2983,124047374
2984,24247155
2985,346721
2986,121506756
2987,4328778
2988,46977629
2989,3158473
2990,17555809
2991,2444247
2992,2307067
2993,17449221
2994,136993250
2995,4403784
2996,31772
2997,15945480
2998,132766825
2999,1485923
3000,16019647
3001,46978867
3002,122244257
3003,91903817
3004,1282203
3005,119100412
3006,1018738
3007,2923048
3008,3155136
3009,2856906
3010,2921390
3011,232990
3012,47086473
3013,2831537
3014,2141579
3015,42956025
3016,2497348
3017,49676085
3018,1108329
3019,1365641
3020,1449237
3021,122244534
3022,24380108
3023,53024681
3024,2803504
3025,1070241
3026,622395
3027,42886281
3028,17449785
3029,2274178
3030,2317560
3031,5565974
3032,8012848
3033,1285698
3034,974485
3035,18583377
3036,53072755
3037,71981416
3038,110132306
3039,721636
3040,22480873
3041,45355995
3042,2820041
3043,2063655
3044,1915990
3045,4722571
3046,44399265
3047,126944717
3048,45502502
3049,17560276
3050,121018881
3051,24283070
3052,119067573
3053,2764801
3054,4053250
3055,16031882
3056,16878905
3057,53555441
3058,24282413
3059,46381906
3060,124046984
3061,72009192
3062,785750
3063,42528709
3064,71936144
3065,975321
3066,110158625
3067,1123640
3068,16262122
3069,126855184
3070,121193619
3071,2730836
3072,122560111
3073,26925177
3074,86802038
3075,126854200
3076,44095560
3077,121530418
3078,20925170
3079,39895829
3080,72147120
3081,56697124
3082,75521358
3083,5449889
3084,16188390
3085,155999772
3086,2326934
3087,2798453
3088,3435016
3089,1476870
3090,3470311
3091,1045996
3092,136881174
3093,1034085
3094,5301084
3095,121192683
3096,132972379
3097,91903632
3098,2225503
3099,110113636
3100,70749678
3101,53533323
3102,936962
3103,46391614
3104,124040887
3105,627784
3106,110268901
3107,56873672
3108,900448
3109,3753824
3110,5306704
3111,45872458
3112,126852404
3113,16023882
3114,4336469
3115,1488688
3116,2995595
3117,2885533
3118,579343
3119,136673427
3120,742352
3121,118776294
3122,400492
3123,53032723
3124,18582177
3125,30983896
3126,2188115
3127,4621932
3128,51134024
3129,46249090
3130,2766093
3131,22434535
3132,2796555
3133,72927923
3134,56748532
3135,53178218
3136,72080
3137,11848206
3138,46332178
3139,44191096
3140,49843531
3141,2877793
3142,27373789
3143,805109
3144,20914134
3145,1296067
3146,46359572
3147,2933526
3148,2787201
3149,46054167
3150,16654485
3151,20929898
3152,124038401
3153,17565089
3154,1629172
3155,75615907
3156,29371795
3157,75373288
3158,23644508
3159,78
3160,41172667
3161,786062
3162,7517283
3163,16016286
3164,47038520
3165,9391161
3166,45902681
3167,533807
3168,17464084
3169,1315623
3170,866892
3171,5299634
3172,51042820
3173,135457190
3174,974683
3175,53025446
3176,67030
3177,1101094
3178,121193949
3179,4428558
3180,95875
3181,3239442
3182,17561142
3183,16457355
3184,17560622
3185,50778139
3186,110234859
3187,74508493
3188,22512761
3189,46345348
3190,46290041
3191,20950618
3192,16367709
3193,9327792
3194,3721490
3195,5188726
3196,17020960
3197,687267
3198,787406
3199,122563684
3200,884731
3201,2933003
3202,70769608
3203,3767601
3204,4962936
3205,2634203
3206,3506674
3207,17148675
3208,674678
3209,77907745
3210,72098180
3211,2926743
3212,71971385
3213,45490450
3214,22551761
3215,801659
3216,1504625
3217,20854652
3218,45191050
3219,46388143
3220,92078048
3221,1155310
3222,5075016
3223,20925162
3224,16013938
3225,121023151
3226,961046
3227,127247011
3228,92084910
3229,129596214
3230,6456462
3231,39976013
3232,17568329
3233,3193765
3234,1504734
3235,118513932
3236,2390428
3237,2322183
3238,828723
3239,52214504
3240,26177
3241,56806741
3242,75501200
3243,122245931
3244,72024362
3245,7205416
3246,110263225
3247,403095
3248,110149360
3249,753310
3250,24241466
3251,1326381
3252,11467167
3253,4102570
3254,20888703
3255,3237837
3256,8360583
3257,74506496
3258,2928334
3259,135565903
3260,122246615
3261,119059184
3262,75447393
3263,587457
3264,1016369
3265,110263549
3266,16416223
3267,2354977
3268,124211858
3269,9551230
3270,168034766
3271,39868606
3272,92610922
3273,2938991
3274,27461277
3275,3796452
3276,121152769
3277,960810
3278,4113658
3279,228892
3280,3114838
3281,4185828
3282,91891189
3283,16009362
3284,707186
3285,767103
3286,6463426
3287,4985758
3288,20861712
3289,20904109
3290,92565017
3291,53012367
3292,41810502
3293,5275766
3294,6043
3295,9138038
3296,124042198
3297,20947924
3298,17438670
3299,2947382
3300,2738173
3301,5295624
3302,121023276
3303,91916968
3304,119099622
3305,879037
3306,4313373
3307,53173726
3308,86791648
3309,2547091
3310,84584967
3311,71187083
3312,4537725
3313,53040377
3314,16802400
3315,735713
3316,3449
3317,122572567
3318,55821
3319,98264
3320,121520759
3321,126853786
3322,121022878
3323,1778486
3324,1712281
3325,5327
3326,53204066
3327,693935
3328,72918424
3329,3069
3330,1220
3331,129596215
3332,53177923
3333,3236568
3334,53188595
3335,122019
3336,134160443
3337,3242474
3338,2939686
3339,1094865
3340,53595430
3341,51079454
3342,122160293
3343,45529477
3344,891996
3345,1548304
3346,86782397
3347,17095725
3348,42685920
3349,16030139
3350,2904235
3351,3629150
3352,53093478
3353,2216225
3354,44095558
3355,3679477
3356,4282660
3357,78507801
3358,135761774
3359,72883317
3360,17391845
3361,110099517
3362,618382
3363,42687623
3364,51134692
3365,5309338
3366,9268929
3367,725817
3368,53331759
3369,5180784
3370,131904347
3371,3752
3372,1101763
3373,35766367
3374,16018584
3375,124072339
3376,3467528
3377,32722
3378,110122288
3379,2866395
3380,5087850
3381,7540246
3382,22513470
3383,598422
3384,689373
3385,20856064
3386,5280569
3387,1083359
3388,2899138
3389,4796071
3390,121534298
3391,5296559
3392,22694565
3393,53157312
3394,6463413
3395,5284350
3396,50792211
3397,110132210
3398,53533665
3399,137706201
3400,110084276
3401,53466958
3402,4285009
3403,124216400
3404,126468461
3405,4607862
